ID_pago;ID_venta;Fecha_pago;Pago
214;214;21/04/2016;173.126
215;215;25/03/2016;152.394
216;216;02/04/2016;186.861
217;217;19/04/2016;174.825
218;218;14/04/2016;57.679
219;219;31/03/2016;43.907
220;220;09/04/2016;130.285
221;221;26/04/2016;59.325
222;222;05/04/2016;52.582
223;223;29/03/2016;61.240
224;224;20/04/2016;129.000
225;225;27/04/2016;133.665
226;226;08/04/2016;141.641
227;227;30/03/2016;208.870
228;228;20/04/2016;251.327
229;229;31/03/2016;92.400
230;230;25/04/2016;172.770
231;231;04/04/2016;83.243
232;232;28/04/2016;184.943
233;233;23/04/2016;170.293
234;234;09/04/2016;215.337
235;235;27/04/2016;106.044
236;236;30/04/2016;263.035
237;237;09/04/2016;218.606
238;238;18/04/2016;124.440
239;239;09/04/2016;292.254
240;240;18/04/2016;162.339
241;241;16/04/2016;254.832
242;242;02/05/2016;82.066
243;243;15/04/2016;233.818
244;244;09/04/2016;178.884
245;245;01/05/2016;147.074
246;246;27/04/2016;242.012
247;247;16/04/2016;197.815
248;248;28/04/2016;109.140
249;249;30/04/2016;253.300
250;250;29/04/2016;93.384
251;251;05/05/2016;141.329
252;252;01/05/2016;202.755
253;253;18/04/2016;70.900
254;254;09/04/2016;47.461
255;255;24/04/2016;53.067
256;256;20/04/2016;202.538
257;257;08/05/2016;152.587
258;258;08/05/2016;137.456
259;259;24/04/2016;147.901
260;260;30/04/2016;218.751
261;261;19/04/2016;138.388
262;262;16/04/2016;181.203
263;263;13/04/2016;125.873
264;264;02/05/2016;221.364
265;265;26/04/2016;115.906
266;266;14/04/2016;140.724
267;267;13/04/2016;161.389
268;268;25/04/2016;121.031
269;269;08/05/2016;55.861
270;270;05/05/2016;167.863
271;271;19/04/2016;136.660
272;272;29/04/2016;301.151
273;273;25/04/2016;90.360
274;274;11/05/2016;137.860
275;275;03/05/2016;134.931
276;276;08/05/2016;129.937
277;277;14/05/2016;254.823
278;278;12/05/2016;106.718
279;279;07/05/2016;176.869
280;280;13/05/2016;110.225
281;281;11/05/2016;135.159
282;282;06/05/2016;316.813
283;283;25/04/2016;167.037
284;284;30/04/2016;300.612
285;285;22/04/2016;89.089
286;286;29/04/2016;65.471
287;287;24/04/2016;170.100
288;288;02/05/2016;115.536
289;289;08/05/2016;111.919
290;290;20/04/2016;179.727
291;291;23/04/2016;234.709
292;292;14/05/2016;32.305
293;293;30/04/2016;53.802
294;294;15/05/2016;73.745
295;295;22/04/2016;98.336
296;296;12/05/2016;221.722
297;297;16/05/2016;337.392
298;298;20/05/2016;75.074
299;299;03/05/2016;38.396
300;300;13/05/2016;85.403
301;301;18/05/2016;182.272
302;302;28/04/2016;146.486
303;303;22/05/2016;216.027
304;304;26/04/2016;326.570
305;305;17/05/2016;143.797
306;306;09/05/2016;131.989
307;307;04/05/2016;205.702
308;308;15/05/2016;190.152
309;309;06/05/2016;220.439
310;310;03/05/2016;99.099
311;311;16/05/2016;75.678
312;312;04/05/2016;197.410
313;313;30/04/2016;48.923
314;314;19/05/2016;173.362
315;315;16/05/2016;304.996
316;316;11/05/2016;321.388
317;317;06/05/2016;219.374
318;318;28/05/2016;55.096
319;319;17/05/2016;120.171
320;320;15/05/2016;307.019
321;321;06/05/2016;122.217
322;322;19/05/2016;31.988
323;323;28/05/2016;199.020
324;324;16/05/2016;109.507
325;325;28/05/2016;41.550
326;326;15/05/2016;153.403
327;327;16/05/2016;127.755
328;328;27/05/2016;171.171
329;329;07/05/2016;240.290
330;330;29/05/2016;148.656
331;331;15/05/2016;123.794
332;332;28/05/2016;109.710
333;333;09/05/2016;100.375
334;334;03/06/2016;263.870
335;335;01/06/2016;79.365
336;336;19/05/2016;174.307
337;337;28/05/2016;51.701
338;338;31/05/2016;45.207
339;339;24/05/2016;85.396
340;340;12/05/2016;97.972
341;341;15/05/2016;248.837
342;342;06/06/2016;249.028
343;343;16/05/2016;147.262
344;344;18/05/2016;135.433
345;345;02/06/2016;157.936
346;346;11/05/2016;165.084
347;347;06/06/2016;106.481
348;348;24/05/2016;195.111
349;349;20/05/2016;174.856
350;350;31/05/2016;85.103
351;351;16/05/2016;52.340
352;352;22/05/2016;257.568
353;353;28/05/2016;247.523
354;354;08/06/2016;110.684
355;355;06/06/2016;147.710
356;356;02/06/2016;103.853
357;357;10/06/2016;213.493
358;358;14/05/2016;147.506
359;359;02/06/2016;147.078
360;360;24/05/2016;112.027
361;361;25/05/2016;188.240
362;362;04/06/2016;91.561
363;363;23/05/2016;47.328
364;364;16/05/2016;157.129
365;365;19/05/2016;84.169
366;366;09/06/2016;120.149
367;367;28/05/2016;62.652
368;368;22/05/2016;44.290
369;369;24/05/2016;154.792
370;370;22/05/2016;172.246
371;371;26/05/2016;138.747
372;372;02/06/2016;164.691
373;373;03/06/2016;102.851
374;374;25/05/2016;111.910
375;375;08/06/2016;174.828
376;376;28/05/2016;151.256
377;377;26/05/2016;65.651
378;378;07/06/2016;210.000
379;379;22/05/2016;101.601
380;380;16/06/2016;323.338
381;381;13/06/2016;96.985
382;382;22/06/2016;322.773
383;383;03/06/2016;166.395
384;384;07/06/2016;227.925
385;385;03/06/2016;218.300
386;386;11/06/2016;103.845
387;387;14/06/2016;60.809
388;388;06/06/2016;104.394
389;389;07/06/2016;110.348
390;390;21/06/2016;48.668
391;391;30/05/2016;185.437
392;392;25/06/2016;195.056
393;393;02/06/2016;145.546
394;394;17/06/2016;118.349
395;395;18/06/2016;144.912
396;396;04/06/2016;200.318
397;397;08/06/2016;116.665
398;398;14/06/2016;53.478
399;399;21/06/2016;60.482
400;400;20/06/2016;153.140
401;401;16/06/2016;335.362
402;402;21/06/2016;273.517
403;403;24/06/2016;96.255
404;404;11/06/2016;87.822
405;405;11/06/2016;225.624
406;406;04/06/2016;235.462
407;407;06/06/2016;172.935
408;408;09/06/2016;91.223
409;409;16/06/2016;218.761
410;410;02/06/2016;54.406
411;411;18/06/2016;92.846
412;412;23/06/2016;158.619
413;413;18/06/2016;190.937
414;414;18/06/2016;53.179
415;415;04/06/2016;48.323
416;416;29/06/2016;160.975
417;417;15/06/2016;172.688
418;418;16/06/2016;306.623
419;419;25/06/2016;119.037
420;420;25/06/2016;127.395
421;421;16/06/2016;151.216
422;422;16/06/2016;79.663
423;423;11/06/2016;136.272
424;424;12/06/2016;243.219
425;425;27/06/2016;139.719
426;426;14/06/2016;130.332
427;427;27/06/2016;72.920
428;428;17/06/2016;42.295
429;429;27/06/2016;273.811
430;430;08/07/2016;173.521
431;431;03/07/2016;139.555
432;432;17/06/2016;247.537
433;433;13/06/2016;106.560
434;434;28/06/2016;237.328
435;435;21/06/2016;192.691
436;436;04/07/2016;97.899
437;437;08/07/2016;113.727
438;438;04/07/2016;192.918
439;439;16/06/2016;315.544
440;440;01/07/2016;134.708
441;441;05/07/2016;98.825
442;442;15/06/2016;109.007
443;443;03/07/2016;125.133
444;444;22/06/2016;125.664
445;445;24/06/2016;23.644
446;446;02/07/2016;52.397
447;447;17/06/2016;222.432
448;448;17/06/2016;144.933
449;449;22/06/2016;98.618
450;450;18/06/2016;209.343
451;451;30/06/2016;50.874
452;452;02/07/2016;262.246
453;453;04/07/2016;202.112
454;454;28/06/2016;57.321
455;455;05/07/2016;304.939
456;456;17/07/2016;224.640
457;457;30/06/2016;63.960
458;458;08/07/2016;73.485
459;459;24/06/2016;73.803
460;460;29/06/2016;40.290
461;461;10/07/2016;51.592
462;462;26/06/2016;115.591
463;463;22/06/2016;245.297
464;464;26/06/2016;104.604
465;465;07/07/2016;328.601
466;466;04/07/2016;30.338
467;467;11/07/2016;65.094
468;468;19/07/2016;108.763
469;469;24/06/2016;68.347
470;470;09/07/2016;109.443
471;471;23/06/2016;100.168
472;472;18/07/2016;227.502
473;473;24/06/2016;109.095
474;474;18/07/2016;202.830
475;475;03/07/2016;71.060
476;476;01/07/2016;106.436
477;477;12/07/2016;106.930
478;478;02/07/2016;114.156
479;479;22/07/2016;128.528
480;480;28/06/2016;66.352
481;481;10/07/2016;145.847
482;482;11/07/2016;247.890
483;483;15/07/2016;118.338
484;484;27/07/2016;188.304
485;485;10/07/2016;136.701
486;486;13/07/2016;274.934
487;487;09/07/2016;309.382
488;488;20/07/2016;163.355
489;489;14/07/2016;31.740
490;490;15/07/2016;238.914
491;491;15/07/2016;44.833
492;492;19/07/2016;162.291
493;493;21/07/2016;243.572
494;494;07/07/2016;216.220
495;495;09/07/2016;322.337
496;496;07/07/2016;145.758
497;497;10/07/2016;164.509
498;498;21/07/2016;125.592
499;499;31/07/2016;66.429
500;500;15/07/2016;279.750
501;501;03/07/2016;120.625
502;502;10/07/2016;260.988
503;503;11/07/2016;80.919
504;504;11/07/2016;152.031
505;505;08/07/2016;107.521
506;506;06/07/2016;150.899
507;507;29/07/2016;129.068
508;508;12/07/2016;287.192
509;509;31/07/2016;53.530
510;510;01/08/2016;146.982
511;511;22/07/2016;32.320
512;512;01/08/2016;222.867
513;513;06/07/2016;230.202
514;514;15/07/2016;92.653
515;515;23/07/2016;32.847
516;516;15/07/2016;90.112
517;517;07/07/2016;164.190
518;518;08/07/2016;79.758
519;519;29/07/2016;85.346
520;520;04/08/2016;34.917
521;521;30/07/2016;92.544
522;522;28/07/2016;161.675
523;523;07/07/2016;178.672
524;524;08/07/2016;192.072
525;525;15/07/2016;156.170
526;526;13/07/2016;199.300
527;527;14/07/2016;116.972
528;528;03/08/2016;284.130
529;529;08/08/2016;176.825
530;530;26/07/2016;55.857
531;531;08/08/2016;89.096
532;532;11/07/2016;124.965
533;533;27/07/2016;75.753
534;534;23/07/2016;51.289
535;535;28/07/2016;216.335
536;536;24/07/2016;161.515
537;537;01/08/2016;128.890
538;538;24/07/2016;270.141
539;539;25/07/2016;95.224
540;540;22/07/2016;70.698
541;541;03/08/2016;31.449
542;542;31/07/2016;189.371
543;543;30/07/2016;70.523
544;544;24/07/2016;86.791
545;545;12/08/2016;52.418
546;546;14/08/2016;78.511
547;547;11/08/2016;125.000
548;548;27/07/2016;291.255
549;549;29/07/2016;175.498
550;550;19/07/2016;213.915
551;551;30/07/2016;276.875
552;552;25/07/2016;100.578
553;553;28/07/2016;196.094
554;554;06/08/2016;108.376
555;555;18/08/2016;161.218
556;556;17/08/2016;70.936
557;557;04/08/2016;239.555
558;558;15/08/2016;234.376
559;559;20/08/2016;198.763
560;560;27/07/2016;176.521
561;561;24/07/2016;35.092
562;562;18/08/2016;120.065
563;563;16/08/2016;159.027
564;564;14/08/2016;64.246
565;565;09/08/2016;114.733
566;566;13/08/2016;235.243
567;567;21/08/2016;58.738
568;568;12/08/2016;79.999
569;569;24/07/2016;87.549
570;570;04/08/2016;82.476
571;571;11/08/2016;40.254
572;572;18/08/2016;237.144
573;573;07/08/2016;129.853
574;574;24/08/2016;31.428
575;575;07/08/2016;234.675
576;576;11/08/2016;54.418
577;577;30/07/2016;111.207
578;578;09/08/2016;196.496
579;579;30/07/2016;101.472
580;580;24/08/2016;204.360
581;581;31/07/2016;217.752
582;582;05/08/2016;323.060
583;583;05/08/2016;220.968
584;584;06/08/2016;134.700
585;585;03/08/2016;131.275
586;586;10/08/2016;76.740
587;587;21/08/2016;160.793
588;588;27/08/2016;58.646
589;589;21/08/2016;171.585
590;590;25/08/2016;78.446
591;591;23/08/2016;54.464
592;592;01/08/2016;124.953
593;593;02/08/2016;154.371
594;594;17/08/2016;143.554
595;595;29/08/2016;167.974
596;596;28/08/2016;44.795
597;597;27/08/2016;40.470
598;598;11/08/2016;91.932
599;599;08/08/2016;92.321
600;600;02/09/2016;159.455
601;601;13/08/2016;114.954
602;602;25/08/2016;152.345
603;603;09/08/2016;176.022
604;604;15/08/2016;88.040
605;605;06/09/2016;227.158
606;606;18/08/2016;45.095
607;607;31/08/2016;52.252
608;608;21/08/2016;139.702
609;609;04/09/2016;223.860
610;610;19/08/2016;132.318
611;611;26/08/2016;332.367
612;612;02/09/2016;109.905
613;613;06/09/2016;234.900
614;614;15/08/2016;135.713
615;615;11/08/2016;249.040
616;616;02/09/2016;154.741
617;617;11/08/2016;160.497
618;618;16/08/2016;48.945
619;619;31/08/2016;88.245
620;620;29/08/2016;50.786
621;621;10/09/2016;271.391
622;622;08/09/2016;139.543
623;623;19/08/2016;72.207
624;624;20/08/2016;140.294
625;625;14/08/2016;271.478
626;626;18/08/2016;257.641
627;627;01/09/2016;61.844
628;628;04/09/2016;170.103
629;629;10/09/2016;178.377
630;630;09/09/2016;195.882
631;631;17/08/2016;246.602
632;632;03/09/2016;227.054
633;633;30/08/2016;148.880
634;634;04/09/2016;322.054
635;635;23/08/2016;122.706
636;636;14/09/2016;145.184
637;637;02/09/2016;117.253
638;638;03/09/2016;114.463
639;639;17/08/2016;330.772
640;640;10/09/2016;155.382
641;641;19/08/2016;288.279
642;642;07/09/2016;88.922
643;643;03/09/2016;292.261
644;644;30/08/2016;145.263
645;645;15/09/2016;239.712
646;646;18/08/2016;149.100
647;647;13/09/2016;43.282
648;648;30/08/2016;144.146
649;649;17/09/2016;48.294
650;650;30/08/2016;97.170
651;651;27/08/2016;126.994
652;652;12/09/2016;135.068
653;653;30/08/2016;91.268
654;654;09/09/2016;244.234
655;655;09/09/2016;348.377
656;656;17/09/2016;221.634
657;657;11/09/2016;198.729
658;658;14/09/2016;180.358
659;659;14/09/2016;62.550
660;660;01/09/2016;125.444
661;661;21/08/2016;216.318
662;662;02/09/2016;245.395
663;663;05/09/2016;57.980
664;664;16/09/2016;257.229
665;665;04/09/2016;190.078
666;666;16/09/2016;182.247
667;667;14/09/2016;81.490
668;668;15/09/2016;189.125
669;669;23/09/2016;218.478
670;670;04/09/2016;273.574
671;671;12/09/2016;159.741
672;672;20/09/2016;153.240
673;673;11/09/2016;59.914
674;674;13/09/2016;174.021
675;675;01/09/2016;41.214
676;676;15/09/2016;38.945
677;677;04/09/2016;28.397
678;678;23/09/2016;154.912
679;679;15/09/2016;134.371
680;680;05/09/2016;128.733
681;681;18/09/2016;145.763
682;682;23/09/2016;197.211
683;683;20/09/2016;131.179
684;684;26/09/2016;285.655
685;685;06/09/2016;82.789
686;686;17/09/2016;41.346
687;687;11/09/2016;151.860
688;688;12/09/2016;86.104
689;689;13/09/2016;77.768
690;690;08/09/2016;90.436
691;691;26/09/2016;103.382
692;692;04/09/2016;127.860
693;693;29/09/2016;215.300
694;694;13/09/2016;49.104
695;695;07/09/2016;190.573
696;696;19/09/2016;172.416
697;697;26/09/2016;196.252
698;698;20/09/2016;98.642
699;699;26/09/2016;67.871
700;700;02/10/2016;156.414
701;701;27/09/2016;252.900
702;702;30/09/2016;319.153
703;703;09/09/2016;167.640
704;704;09/09/2016;317.545
705;705;19/09/2016;145.730
706;706;29/09/2016;187.695
707;707;20/09/2016;214.140
708;708;30/09/2016;140.501
709;709;17/09/2016;147.708
710;710;08/09/2016;161.454
711;711;23/09/2016;264.254
712;712;29/09/2016;285.083
713;713;14/09/2016;86.057
714;714;02/10/2016;266.901
715;715;23/09/2016;41.210
716;716;03/10/2016;224.231
717;717;27/09/2016;57.187
718;718;13/09/2016;92.011
719;719;15/09/2016;195.729
720;720;11/09/2016;277.076
721;721;08/10/2016;33.324
722;722;08/10/2016;76.443
723;723;10/09/2016;64.813
724;724;27/09/2016;260.671
725;725;09/10/2016;112.747
726;726;07/10/2016;135.170
727;727;08/10/2016;146.055
728;728;08/10/2016;73.218
729;729;04/10/2016;238.148
730;730;24/09/2016;228.833
731;731;24/09/2016;69.405
732;732;15/09/2016;81.592
733;733;08/10/2016;153.155
734;734;22/09/2016;80.558
735;735;29/09/2016;73.502
736;736;17/09/2016;105.070
737;737;08/10/2016;97.622
738;738;30/09/2016;150.197
739;739;27/09/2016;190.968
740;740;18/10/2016;291.052
741;741;04/10/2016;148.034
742;742;14/10/2016;166.279
743;743;11/10/2016;67.858
744;744;03/10/2016;67.258
745;745;09/10/2016;55.661
746;746;01/10/2016;95.132
747;747;30/09/2016;169.433
748;748;14/10/2016;268.185
749;749;11/10/2016;84.944
750;750;17/10/2016;166.992
751;751;04/10/2016;69.514
752;752;24/09/2016;188.734
753;753;17/10/2016;49.956
754;754;14/10/2016;150.819
755;755;11/10/2016;275.331
756;756;27/09/2016;38.606
757;757;17/10/2016;38.340
758;758;19/10/2016;191.896
759;759;14/10/2016;102.960
760;760;04/10/2016;211.916
761;761;05/10/2016;51.462
762;762;17/10/2016;46.464
763;763;08/10/2016;301.476
764;764;21/10/2016;140.280
765;765;08/10/2016;294.310
766;766;07/10/2016;130.560
767;767;27/09/2016;63.768
768;768;19/10/2016;151.651
769;769;23/10/2016;145.266
770;770;31/10/2016;167.980
771;771;08/10/2016;27.945
772;772;07/10/2016;170.493
773;773;09/10/2016;60.593
774;774;23/10/2016;291.519
775;775;20/10/2016;200.812
776;776;09/10/2016;51.395
777;777;30/10/2016;76.474
778;778;13/10/2016;194.341
779;779;08/10/2016;234.720
780;780;11/10/2016;200.910
781;781;19/10/2016;152.173
782;782;21/10/2016;37.499
783;783;10/10/2016;181.961
784;784;18/10/2016;97.338
785;785;24/10/2016;210.643
786;786;24/10/2016;114.156
787;787;18/10/2016;258.109
788;788;26/10/2016;106.731
789;789;31/10/2016;222.731
790;790;11/10/2016;80.932
791;791;01/11/2016;108.649
792;792;10/10/2016;195.640
793;793;06/10/2016;63.415
794;794;17/10/2016;190.368
795;795;08/10/2016;42.309
796;796;28/10/2016;118.786
797;797;15/10/2016;180.285
798;798;24/10/2016;184.842
799;799;20/10/2016;276.227
800;800;24/10/2016;81.656
801;801;22/10/2016;165.399
802;802;14/10/2016;138.253
803;803;26/10/2016;139.426
804;804;03/11/2016;72.504
805;805;27/10/2016;183.647
806;806;09/11/2016;51.944
807;807;01/11/2016;236.467
808;808;20/10/2016;78.778
809;809;29/10/2016;161.560
810;810;22/10/2016;41.788
811;811;30/10/2016;225.689
812;812;29/10/2016;276.031
813;813;27/10/2016;91.683
814;814;03/11/2016;203.400
815;815;16/10/2016;211.302
816;816;10/11/2016;272.513
817;817;04/11/2016;109.829
818;818;12/11/2016;30.576
819;819;29/10/2016;70.329
820;820;21/10/2016;211.021
821;821;31/10/2016;174.000
822;822;30/10/2016;203.541
823;823;26/10/2016;124.099
824;824;13/11/2016;60.570
825;825;15/11/2016;108.360
826;826;13/11/2016;213.695
827;827;30/10/2016;173.976
828;828;01/11/2016;159.846
829;829;06/11/2016;152.361
830;830;04/11/2016;176.193
831;831;20/11/2016;110.112
832;832;07/11/2016;71.775
833;833;27/10/2016;246.079
834;834;03/11/2016;74.012
835;835;21/11/2016;159.600
836;836;21/11/2016;265.574
837;837;28/10/2016;127.666
838;838;29/10/2016;72.888
839;839;05/11/2016;128.647
840;840;31/10/2016;130.059
841;841;11/11/2016;132.645
842;842;11/11/2016;117.774
843;843;11/11/2016;214.090
844;844;06/11/2016;74.127
845;845;18/11/2016;185.710
846;846;19/11/2016;276.873
847;847;11/11/2016;91.491
848;848;21/11/2016;195.766
849;849;07/11/2016;125.415
850;850;09/11/2016;173.886
851;851;04/11/2016;129.014
852;852;28/11/2016;221.002
853;853;02/11/2016;213.589
854;854;10/11/2016;303.784
855;855;26/11/2016;206.275
856;856;18/11/2016;124.457
857;857;07/11/2016;297.381
858;858;10/11/2016;227.719
859;859;20/11/2016;49.692
860;860;08/11/2016;280.332
861;861;28/11/2016;111.432
862;862;02/11/2016;78.945
863;863;06/11/2016;291.079
864;864;21/11/2016;69.201
865;865;16/11/2016;65.395
866;866;27/11/2016;131.818
867;867;23/11/2016;52.336
868;868;28/11/2016;114.014
869;869;21/11/2016;135.259
870;870;12/11/2016;243.897
871;871;15/11/2016;90.794
872;872;09/11/2016;173.807
873;873;26/11/2016;365.394
874;874;19/11/2016;57.320
875;875;26/11/2016;157.400
876;876;17/11/2016;121.082
877;877;17/11/2016;68.640
878;878;20/11/2016;171.516
879;879;21/11/2016;133.788
880;880;03/12/2016;192.848
881;881;08/12/2016;80.696
882;882;16/11/2016;121.302
883;883;28/11/2016;171.370
884;884;05/12/2016;73.859
885;885;03/12/2016;89.901
886;886;04/12/2016;148.910
887;887;10/12/2016;169.520
888;888;15/11/2016;51.549
889;889;05/12/2016;177.501
890;890;10/12/2016;199.815
891;891;21/11/2016;317.953
892;892;05/12/2016;253.204
893;893;27/11/2016;139.450
894;894;12/11/2016;76.337
895;895;01/12/2016;167.628
896;896;18/11/2016;167.579
897;897;30/11/2016;72.696
898;898;20/11/2016;306.181
899;899;17/11/2016;39.476
900;900;12/12/2016;134.096
901;901;26/11/2016;206.682
902;902;09/12/2016;340.268
903;903;27/11/2016;128.670
904;904;19/11/2016;56.970
905;905;02/12/2016;59.986
906;906;29/11/2016;62.517
907;907;27/11/2016;61.463
908;908;08/12/2016;116.680
909;909;20/11/2016;150.574
910;910;16/12/2016;188.356
911;911;30/11/2016;129.583
912;912;23/11/2016;245.925
913;913;17/12/2016;209.562
914;914;10/12/2016;45.810
915;915;06/12/2016;233.735
916;916;04/12/2016;188.886
917;917;11/12/2016;214.969
918;918;29/11/2016;207.761
919;919;25/11/2016;163.957
920;920;22/11/2016;155.255
921;921;22/11/2016;159.128
922;922;27/11/2016;154.775
923;923;10/12/2016;180.092
924;924;19/12/2016;276.738
925;925;06/12/2016;254.939
926;926;15/12/2016;297.068
927;927;02/12/2016;88.712
928;928;20/12/2016;201.955
929;929;22/12/2016;51.282
930;930;03/12/2016;200.585
