ID_Venta;Fecha_venta;ID_producto;ID_Zona;Venta;ID_Vendedor;ID_Cliente
70;25/01/2016 0:00;4;3;1647695;39;9
71;25/01/2016 0:00;4;2;1939925;15;6
72;25/01/2016 0:00;4;3;1478952;14;3
73;25/01/2016 0:00;1;4;320044;3;10
74;26/01/2016 0:00;5;2;1098055;47;3
75;26/01/2016 0:00;4;3;187862;25;5
76;26/01/2016 0:00;4;3;1757106;26;6
77;27/01/2016 0:00;5;3;1104992;3;6
78;28/01/2016 0:00;6;1;448485;16;1
79;28/01/2016 0:00;1;4;2520484;25;1
80;28/01/2016 0:00;1;4;1339107;23;3
81;29/01/2016 0:00;5;4;1812244;14;6
82;30/01/2016 0:00;1;2;1069731;15;10
83;30/01/2016 0:00;4;1;471072;34;8
84;30/01/2016 0:00;6;4;470940;41;10
85;30/01/2016 0:00;2;4;925322;19;10
86;31/01/2016 0:00;6;2;2141700;36;1
87;31/01/2016 0:00;5;4;778875;32;10
88;31/01/2016 0:00;1;3;421196;24;1
89;01/02/2016 0:00;2;4;219716;30;1
90;01/02/2016 0:00;4;2;2685816;1;4
91;01/02/2016 0:00;5;4;723609;24;7
92;02/02/2016 0:00;6;4;388032;8;9
93;02/02/2016 0:00;5;3;922020;11;10
94;03/02/2016 0:00;5;4;965358;18;7
95;03/02/2016 0:00;2;4;663816;22;5
96;04/02/2016 0:00;5;3;728931;8;6
97;04/02/2016 0:00;4;3;625536;25;5
98;04/02/2016 0:00;7;1;1467782;47;5
99;04/02/2016 0:00;5;2;2067236;11;6
100;05/02/2016 0:00;2;3;531375;45;3
101;05/02/2016 0:00;4;2;710694;37;8
102;05/02/2016 0:00;2;4;438435;16;8
103;05/02/2016 0:00;4;2;1188090;9;4
104;06/02/2016 0:00;3;3;699400;16;2
105;07/02/2016 0:00;6;2;1854496;40;6
106;07/02/2016 0:00;6;1;2105700;15;5
107;07/02/2016 0:00;4;2;1791318;44;9
108;09/02/2016 0:00;4;3;1782297;20;6
109;09/02/2016 0:00;4;4;1528200;45;1
110;09/02/2016 0:00;1;4;1587642;5;8
111;10/02/2016 0:00;4;3;954666;12;1
112;10/02/2016 0:00;2;1;1064800;2;7
113;10/02/2016 0:00;4;4;887241;30;7
114;11/02/2016 0:00;4;2;806799;33;5
115;11/02/2016 0:00;5;3;438750;23;9
116;12/02/2016 0:00;1;2;973659;37;3
117;12/02/2016 0:00;3;2;1724008;30;6
118;12/02/2016 0:00;3;2;2047276;1;2
119;13/02/2016 0:00;1;1;307989;47;4
120;13/02/2016 0:00;6;3;973878;12;2
121;14/02/2016 0:00;1;4;688864;30;7
122;14/02/2016 0:00;4;4;1385910;9;6
123;14/02/2016 0:00;2;2;1461356;49;1
124;15/02/2016 0:00;4;3;926228;18;8
125;16/02/2016 0:00;5;2;1067192;8;4
126;16/02/2016 0:00;5;3;1373132;49;6
127;17/02/2016 0:00;5;4;1087119;20;3
128;17/02/2016 0:00;4;3;1230190;40;2
129;18/02/2016 0:00;1;1;1363926;49;10
130;18/02/2016 0:00;3;3;1389096;16;1
131;18/02/2016 0:00;2;1;477345;41;8
132;18/02/2016 0:00;3;3;1268630;35;8
133;19/02/2016 0:00;4;3;391964;15;3
134;19/02/2016 0:00;3;3;1765225;4;3
135;19/02/2016 0:00;2;1;229455;45;4
136;20/02/2016 0:00;3;1;624435;1;1
137;20/02/2016 0:00;4;4;686154;27;10
138;21/02/2016 0:00;5;2;678480;11;1
139;23/02/2016 0:00;2;3;533925;46;8
140;23/02/2016 0:00;6;4;1076034;41;4
141;24/02/2016 0:00;4;4;455477;25;6
142;24/02/2016 0:00;3;3;1128156;10;5
143;24/02/2016 0:00;3;3;1310520;41;2
144;25/02/2016 0:00;1;4;782870;2;1
145;25/02/2016 0:00;6;2;315550;12;4
146;25/02/2016 0:00;1;2;2028970;14;4
147;25/02/2016 0:00;1;4;734388;47;2
148;25/02/2016 0:00;2;4;779241;1;1
149;26/02/2016 0:00;6;1;1492506;32;10
150;27/02/2016 0:00;4;1;1800516;35;4
151;27/02/2016 0:00;3;1;1259904;30;2
152;28/02/2016 0:00;3;3;1063648;40;2
153;28/02/2016 0:00;6;1;434656;35;5
154;28/02/2016 0:00;5;1;508924;35;5
155;29/02/2016 0:00;4;2;1403595;24;9
156;29/02/2016 0:00;4;2;1561432;19;2
157;29/02/2016 0:00;3;3;1891932;31;4
158;29/02/2016 0:00;7;1;731700;21;7
159;01/03/2016 0:00;2;1;563178;36;9
160;01/03/2016 0:00;4;3;875228;45;7
161;01/03/2016 0:00;4;3;1305480;25;10
162;02/03/2016 0:00;6;1;1361675;3;5
163;02/03/2016 0:00;2;3;1161090;10;2
164;02/03/2016 0:00;3;2;1395681;28;10
165;02/03/2016 0:00;5;3;1001104;31;8
166;03/03/2016 0:00;3;3;2275500;45;3
167;03/03/2016 0:00;1;2;1370759;42;5
168;03/03/2016 0:00;4;1;1842035;44;2
169;04/03/2016 0:00;5;4;2080078;7;6
170;05/03/2016 0:00;4;1;597286;47;9
171;05/03/2016 0:00;4;2;1358640;18;6
172;05/03/2016 0:00;6;3;558252;45;8
173;06/03/2016 0:00;3;2;2400476;45;4
174;06/03/2016 0:00;6;1;1131416;49;6
175;07/03/2016 0:00;2;4;416936;1;5
176;07/03/2016 0:00;5;1;1658835;13;2
177;08/03/2016 0:00;4;3;1431012;9;8
178;08/03/2016 0:00;2;3;513300;7;5
179;09/03/2016 0:00;5;4;848328;16;6
180;09/03/2016 0:00;4;3;1874928;27;6
181;09/03/2016 0:00;3;3;367584;43;6
182;10/03/2016 0:00;2;3;1323054;42;2
183;11/03/2016 0:00;2;2;1446522;31;6
184;11/03/2016 0:00;4;3;1447992;15;1
185;12/03/2016 0:00;5;4;2109930;46;7
186;13/03/2016 0:00;7;2;779868;2;1
187;13/03/2016 0:00;2;4;919030;41;4
188;13/03/2016 0:00;7;1;537264;40;4
189;14/03/2016 0:00;1;2;1261600;13;9
190;14/03/2016 0:00;1;1;448210;21;2
191;15/03/2016 0:00;4;3;431325;20;10
192;15/03/2016 0:00;2;2;553616;49;4
193;15/03/2016 0:00;4;3;453651;22;5
194;16/03/2016 0:00;2;2;986895;24;10
195;16/03/2016 0:00;6;2;250852;44;7
196;17/03/2016 0:00;6;4;1336717;38;1
197;17/03/2016 0:00;6;3;519738;45;9
198;18/03/2016 0:00;3;2;720882;20;1
199;18/03/2016 0:00;3;1;842343;17;4
200;19/03/2016 0:00;1;3;2108343;45;7
201;19/03/2016 0:00;1;2;1050985;45;3
202;19/03/2016 0:00;6;2;298272;23;4
203;19/03/2016 0:00;2;2;902798;28;1
204;20/03/2016 0:00;2;4;692180;7;4
205;20/03/2016 0:00;2;2;2002392;24;7
206;20/03/2016 0:00;6;1;2253500;28;9
207;20/03/2016 0:00;6;1;1338124;38;10
208;20/03/2016 0:00;7;1;1369680;15;10
209;21/03/2016 0:00;1;1;1643948;39;5
210;21/03/2016 0:00;3;1;1297594;43;10
211;22/03/2016 0:00;1;4;2134246;24;3
212;22/03/2016 0:00;7;4;492156;13;4
213;23/03/2016 0:00;4;1;1932518;13;1
214;23/03/2016 0:00;5;2;1385011;47;6
215;24/03/2016 0:00;1;2;1219158;29;1
216;24/03/2016 0:00;5;3;1494892;20;5
217;25/03/2016 0:00;5;1;1398600;32;1
218;26/03/2016 0:00;4;3;461435;26;3
219;26/03/2016 0:00;5;2;351256;23;6
220;27/03/2016 0:00;5;1;1042283;41;5
221;27/03/2016 0:00;7;4;474600;4;3
222;27/03/2016 0:00;2;2;420660;45;7
223;28/03/2016 0:00;4;2;489924;39;6
224;28/03/2016 0:00;3;3;1032000;30;10
225;29/03/2016 0:00;1;4;1069320;12;5
226;29/03/2016 0:00;2;3;1133132;28;7
227;29/03/2016 0:00;7;1;1670965;15;3
228;29/03/2016 0:00;2;2;2010619;31;5
229;29/03/2016 0:00;3;3;739206;33;7
230;30/03/2016 0:00;3;3;1382166;11;9
231;31/03/2016 0:00;2;4;665951;40;7
232;31/03/2016 0:00;3;3;1479548;45;6
233;31/03/2016 0:00;2;2;1362348;3;7
234;31/03/2016 0:00;4;2;1722700;46;6
235;31/03/2016 0:00;4;1;848358;43;8
236;31/03/2016 0:00;5;2;2104286;45;4
237;02/04/2016 0:00;6;3;1748850;42;3
238;02/04/2016 0:00;7;4;995520;13;9
239;02/04/2016 0:00;6;1;2338032;39;10
240;03/04/2016 0:00;1;4;1298716;22;4
241;03/04/2016 0:00;2;1;2038660;35;6
242;04/04/2016 0:00;4;4;656535;32;8
243;04/04/2016 0:00;2;1;1870546;38;1
244;04/04/2016 0:00;2;3;1431076;44;9
245;05/04/2016 0:00;7;4;1176597;24;2
246;06/04/2016 0:00;2;2;1936102;1;2
247;06/04/2016 0:00;5;4;1582527;25;8
248;06/04/2016 0:00;4;2;873120;45;10
249;06/04/2016 0:00;5;3;2026401;7;9
250;06/04/2016 0:00;6;1;747075;17;10
251;06/04/2016 0:00;4;1;1130632;22;6
252;06/04/2016 0:00;1;1;1622040;6;1
253;07/04/2016 0:00;1;3;567206;45;10
254;07/04/2016 0:00;6;2;379689;37;10
255;07/04/2016 0:00;2;4;424536;11;2
256;07/04/2016 0:00;5;2;1620304;26;8
257;08/04/2016 0:00;4;1;1220697;29;4
258;08/04/2016 0:00;4;4;1099648;7;3
259;08/04/2016 0:00;1;3;1183212;25;10
260;09/04/2016 0:00;6;3;1750014;25;4
261;09/04/2016 0:00;7;1;1107108;17;2
262;09/04/2016 0:00;4;4;1449629;39;10
263;10/04/2016 0:00;3;4;1006988;36;2
264;11/04/2016 0:00;1;3;1770912;28;4
265;11/04/2016 0:00;1;4;927255;25;9
266;11/04/2016 0:00;1;3;1125792;16;9
267;11/04/2016 0:00;4;2;1291116;20;7
268;12/04/2016 0:00;5;2;968250;42;8
269;12/04/2016 0:00;1;1;446888;10;1
270;12/04/2016 0:00;1;3;1342906;17;2
271;12/04/2016 0:00;2;1;1093281;32;10
272;12/04/2016 0:00;4;1;2409210;47;3
273;12/04/2016 0:00;6;1;722880;46;1
274;12/04/2016 0:00;6;1;1102880;2;6
275;13/04/2016 0:00;2;2;1079449;47;8
276;14/04/2016 0:00;3;2;1039500;19;5
277;14/04/2016 0:00;1;4;2038586;2;3
278;14/04/2016 0:00;4;2;853750;19;10
279;15/04/2016 0:00;4;2;1414956;43;10
280;15/04/2016 0:00;3;4;881804;35;4
281;15/04/2016 0:00;3;2;1081278;35;10
282;15/04/2016 0:00;4;2;2534505;26;10
283;15/04/2016 0:00;3;3;1336298;4;7
284;16/04/2016 0:00;4;2;2404898;47;1
285;16/04/2016 0:00;5;3;712712;30;7
286;16/04/2016 0:00;5;4;523770;17;10
287;16/04/2016 0:00;5;4;1360800;16;5
288;16/04/2016 0:00;4;1;924294;16;8
289;17/04/2016 0:00;4;1;895359;10;8
290;17/04/2016 0:00;3;2;1437818;29;5
291;18/04/2016 0:00;4;3;1877675;22;2
292;18/04/2016 0:00;1;4;258444;31;1
293;19/04/2016 0:00;1;2;430418;17;8
294;19/04/2016 0:00;3;2;589960;3;4
295;19/04/2016 0:00;3;2;786695;3;10
296;19/04/2016 0:00;1;4;1773780;2;1
297;20/04/2016 0:00;4;2;2699136;41;5
298;20/04/2016 0:00;5;4;600596;31;2
299;20/04/2016 0:00;5;2;307170;40;1
300;20/04/2016 0:00;4;3;683230;6;8
301;21/04/2016 0:00;4;3;1458176;12;5
302;21/04/2016 0:00;5;2;1171894;29;3
303;22/04/2016 0:00;3;2;1728221;26;10
304;23/04/2016 0:00;4;4;2612566;14;7
305;24/04/2016 0:00;3;2;1150380;22;1
306;24/04/2016 0:00;6;1;1055912;9;1
307;24/04/2016 0:00;5;1;1645616;24;2
308;25/04/2016 0:00;4;4;1521216;22;5
309;25/04/2016 0:00;6;1;1763517;31;4
310;25/04/2016 0:00;5;1;792792;37;1
311;25/04/2016 0:00;4;1;605425;27;10
312;26/04/2016 0:00;5;2;1579284;40;2
313;27/04/2016 0:00;2;4;391391;9;9
314;27/04/2016 0:00;4;3;1386900;20;4
315;28/04/2016 0:00;4;4;2439971;18;3
316;29/04/2016 0:00;5;4;2571111;4;8
317;29/04/2016 0:00;1;4;1754992;26;3
318;29/04/2016 0:00;4;1;440772;25;1
319;29/04/2016 0:00;6;3;961368;41;4
320;29/04/2016 0:00;5;2;2456159;40;6
321;30/04/2016 0:00;5;2;977740;23;10
322;30/04/2016 0:00;4;4;255906;45;2
323;30/04/2016 0:00;1;4;1592166;13;4
324;01/05/2016 0:00;4;4;876060;15;7
325;01/05/2016 0:00;6;2;332400;23;10
326;01/05/2016 0:00;5;4;1227224;35;1
327;01/05/2016 0:00;4;3;1022040;10;1
328;01/05/2016 0:00;4;4;1369368;9;7
329;01/05/2016 0:00;5;1;1922325;13;6
330;02/05/2016 0:00;1;2;1189250;37;5
331;02/05/2016 0:00;1;4;990355;36;4
332;03/05/2016 0:00;2;2;877680;10;5
333;03/05/2016 0:00;6;4;803000;25;10
334;04/05/2016 0:00;5;3;2110966;30;2
335;04/05/2016 0:00;6;1;634920;12;8
336;04/05/2016 0:00;2;3;1394461;38;7
337;05/05/2016 0:00;3;2;413610;27;4
338;05/05/2016 0:00;3;4;361661;20;2
339;06/05/2016 0:00;4;2;683175;38;6
340;07/05/2016 0:00;4;1;783783;5;10
341;07/05/2016 0:00;4;3;1990697;45;1
342;07/05/2016 0:00;2;1;1992228;7;5
343;07/05/2016 0:00;1;4;1178100;1;8
344;07/05/2016 0:00;4;4;1083466;29;8
345;08/05/2016 0:00;5;3;1263495;46;10
346;08/05/2016 0:00;2;3;1320676;11;5
347;08/05/2016 0:00;5;4;851852;6;7
348;08/05/2016 0:00;3;2;1560889;43;7
349;09/05/2016 0:00;1;3;1398852;26;6
350;10/05/2016 0:00;3;2;680830;34;4
351;10/05/2016 0:00;6;2;418725;44;6
352;11/05/2016 0:00;4;3;2060550;31;7
353;11/05/2016 0:00;6;3;1980185;15;5
354;11/05/2016 0:00;6;2;885476;46;8
355;11/05/2016 0:00;3;3;1181686;41;10
356;11/05/2016 0:00;1;1;830830;10;8
357;12/05/2016 0:00;4;2;1707944;19;8
358;12/05/2016 0:00;6;4;1180048;13;10
359;12/05/2016 0:00;1;1;1176630;8;10
360;13/05/2016 0:00;2;4;896220;37;4
361;14/05/2016 0:00;2;1;1505925;6;7
362;15/05/2016 0:00;4;1;732495;20;3
363;15/05/2016 0:00;4;2;378624;3;7
364;15/05/2016 0:00;2;1;1257036;28;5
365;15/05/2016 0:00;2;3;673355;39;4
366;15/05/2016 0:00;3;1;961192;7;9
367;15/05/2016 0:00;5;1;501220;16;5
368;15/05/2016 0:00;4;2;354320;29;10
369;16/05/2016 0:00;4;4;1238339;22;2
370;16/05/2016 0:00;4;3;1377975;28;2
371;17/05/2016 0:00;3;4;1109980;14;2
372;17/05/2016 0:00;1;1;1317529;22;1
373;18/05/2016 0:00;4;4;822811;21;5
374;18/05/2016 0:00;6;3;895287;29;9
375;19/05/2016 0:00;2;3;1398630;12;1
376;20/05/2016 0:00;5;1;1210053;15;8
377;21/05/2016 0:00;3;4;525210;11;8
378;21/05/2016 0:00;4;2;1680000;18;7
379;21/05/2016 0:00;6;2;812808;24;3
380;22/05/2016 0:00;2;1;2586704;22;6
381;22/05/2016 0:00;4;2;775884;49;6
382;23/05/2016 0:00;4;1;2582184;42;4
383;23/05/2016 0:00;5;1;1331166;8;5
384;23/05/2016 0:00;1;4;1823400;31;2
385;23/05/2016 0:00;1;4;1746405;14;9
386;23/05/2016 0:00;1;2;830760;9;2
387;24/05/2016 0:00;3;4;486472;19;3
388;25/05/2016 0:00;1;2;835152;31;2
389;26/05/2016 0:00;3;3;882784;34;9
390;27/05/2016 0:00;1;3;389350;37;3
391;27/05/2016 0:00;4;2;1483500;35;8
392;27/05/2016 0:00;6;4;1560450;36;5
393;28/05/2016 0:00;6;2;1164375;49;2
394;28/05/2016 0:00;2;4;946792;49;2
395;28/05/2016 0:00;4;2;1159296;19;9
396;28/05/2016 0:00;1;1;1602544;9;1
397;29/05/2016 0:00;1;4;933321;34;7
398;29/05/2016 0:00;5;2;427824;46;2
399;29/05/2016 0:00;5;3;483860;17;8
400;29/05/2016 0:00;1;3;1225120;14;8
401;30/05/2016 0:00;6;4;2682900;38;7
402;30/05/2016 0:00;5;1;2188138;47;1
403;30/05/2016 0:00;6;2;770040;44;2
404;31/05/2016 0:00;4;1;702576;41;9
405;31/05/2016 0:00;2;3;1804992;15;5
406;31/05/2016 0:00;3;4;1883700;33;2
407;31/05/2016 0:00;5;4;1383480;45;7
408;01/06/2016 0:00;5;4;729788;38;1
409;01/06/2016 0:00;1;2;1750089;47;1
410;01/06/2016 0:00;6;1;435252;32;6
411;02/06/2016 0:00;2;2;742770;2;8
412;02/06/2016 0:00;2;2;1268952;40;2
413;02/06/2016 0:00;6;3;1527498;15;5
414;03/06/2016 0:00;4;1;425432;12;1
415;03/06/2016 0:00;1;4;386584;12;8
416;04/06/2016 0:00;3;1;1287807;43;7
417;04/06/2016 0:00;4;4;1381506;34;7
418;04/06/2016 0:00;5;2;2452989;39;9
419;04/06/2016 0:00;1;2;952302;21;4
420;05/06/2016 0:00;6;1;1019160;44;9
421;06/06/2016 0:00;4;4;1209735;35;8
422;06/06/2016 0:00;6;4;637308;13;4
423;06/06/2016 0:00;2;4;1090180;34;5
424;06/06/2016 0:00;1;4;1945755;36;4
425;06/06/2016 0:00;4;2;1117753;45;9
426;06/06/2016 0:00;3;1;1042659;23;9
427;07/06/2016 0:00;6;4;583362;27;2
428;07/06/2016 0:00;6;1;338364;46;1
429;08/06/2016 0:00;1;3;2190493;41;5
430;08/06/2016 0:00;3;3;1388175;46;8
431;08/06/2016 0:00;4;3;1116441;4;7
432;09/06/2016 0:00;3;1;1980300;45;4
433;10/06/2016 0:00;4;3;852480;6;6
434;10/06/2016 0:00;2;3;1898628;38;5
435;10/06/2016 0:00;5;2;1541528;12;1
436;10/06/2016 0:00;4;3;783195;47;7
437;11/06/2016 0:00;1;2;909821;28;2
438;11/06/2016 0:00;3;4;1543344;46;3
439;12/06/2016 0:00;3;2;2524358;43;2
440;12/06/2016 0:00;1;4;1077665;17;9
441;13/06/2016 0:00;1;4;790602;1;10
442;13/06/2016 0:00;1;3;872063;34;8
443;14/06/2016 0:00;6;2;1001070;8;8
444;14/06/2016 0:00;1;4;1005312;46;4
445;14/06/2016 0:00;2;2;189156;7;7
446;14/06/2016 0:00;4;3;419178;9;1
447;14/06/2016 0:00;1;1;1779458;2;1
448;14/06/2016 0:00;2;2;1159470;12;7
449;14/06/2016 0:00;2;2;788948;35;7
450;15/06/2016 0:00;5;1;1674744;46;8
451;15/06/2016 0:00;3;4;406998;9;3
452;16/06/2016 0:00;4;1;2097970;46;9
453;16/06/2016 0:00;4;2;1616900;42;1
454;16/06/2016 0:00;3;4;458568;35;1
455;17/06/2016 0:00;1;4;2439512;28;10
456;17/06/2016 0:00;6;1;1797120;21;10
457;17/06/2016 0:00;4;1;511680;21;6
458;17/06/2016 0:00;6;4;587880;30;2
459;18/06/2016 0:00;3;2;590426;47;2
460;19/06/2016 0:00;3;4;322322;8;4
461;19/06/2016 0:00;4;2;412740;32;9
462;19/06/2016 0:00;3;1;924732;47;3
463;20/06/2016 0:00;4;2;1962380;19;1
464;21/06/2016 0:00;4;2;836836;16;5
465;21/06/2016 0:00;5;1;2628812;10;3
466;21/06/2016 0:00;2;3;242704;15;7
467;21/06/2016 0:00;2;2;520758;33;10
468;21/06/2016 0:00;2;3;870105;9;1
469;21/06/2016 0:00;4;4;546780;47;2
470;22/06/2016 0:00;1;3;875544;37;9
471;22/06/2016 0:00;4;1;801350;35;5
472;22/06/2016 0:00;4;3;1820016;13;7
473;22/06/2016 0:00;1;1;872760;26;3
474;22/06/2016 0:00;4;2;1622646;12;5
475;22/06/2016 0:00;4;3;568480;35;6
476;23/06/2016 0:00;3;1;851488;21;8
477;25/06/2016 0:00;4;1;855442;29;10
478;25/06/2016 0:00;4;1;913248;5;3
479;25/06/2016 0:00;3;2;1028224;23;5
480;25/06/2016 0:00;4;1;530816;39;10
481;26/06/2016 0:00;3;4;1166780;5;8
482;26/06/2016 0:00;5;3;1983123;49;5
483;26/06/2016 0:00;3;1;946710;2;6
484;27/06/2016 0:00;4;2;1506438;44;1
485;27/06/2016 0:00;6;3;1093608;12;6
486;27/06/2016 0:00;6;2;2199476;3;7
487;27/06/2016 0:00;4;1;2475063;31;3
488;28/06/2016 0:00;6;1;1306840;47;4
489;28/06/2016 0:00;4;3;253920;12;8
490;29/06/2016 0:00;1;4;1911312;13;10
491;29/06/2016 0:00;6;2;358670;26;8
492;30/06/2016 0:00;2;1;1298328;20;8
493;30/06/2016 0:00;1;1;1948583;4;10
494;30/06/2016 0:00;6;4;1729762;39;1
495;30/06/2016 0:00;3;4;2578696;45;5
496;30/06/2016 0:00;6;1;1166065;19;8
497;30/06/2016 0:00;3;2;1316073;15;7
498;30/06/2016 0:00;4;3;1004740;4;9
499;01/07/2016 0:00;4;4;531432;35;5
500;01/07/2016 0:00;5;1;2238000;25;6
501;02/07/2016 0:00;4;1;965006;42;8
502;02/07/2016 0:00;6;1;2087904;2;9
503;02/07/2016 0:00;6;4;647352;34;3
504;02/07/2016 0:00;3;1;1216254;37;3
505;02/07/2016 0:00;5;3;860172;28;10
506;02/07/2016 0:00;5;3;1207195;40;5
507;02/07/2016 0:00;5;3;1032546;13;3
508;02/07/2016 0:00;2;4;2297538;17;6
509;03/07/2016 0:00;1;3;428240;30;5
510;03/07/2016 0:00;5;4;1175860;33;4
511;03/07/2016 0:00;5;1;258560;19;7
512;03/07/2016 0:00;1;3;1782940;16;2
513;03/07/2016 0:00;4;4;1841622;45;10
514;04/07/2016 0:00;4;3;741228;43;2
515;05/07/2016 0:00;3;4;262777;25;1
516;05/07/2016 0:00;3;4;720902;2;5
517;05/07/2016 0:00;5;2;1313526;31;10
518;05/07/2016 0:00;4;2;638064;40;1
519;06/07/2016 0:00;6;4;682773;33;2
520;06/07/2016 0:00;4;1;279342;27;10
521;06/07/2016 0:00;1;4;740355;13;8
522;06/07/2016 0:00;4;1;1293400;9;1
523;06/07/2016 0:00;4;2;1429380;36;5
524;07/07/2016 0:00;6;4;1536576;41;1
525;07/07/2016 0:00;1;1;1249360;46;8
526;08/07/2016 0:00;1;2;1594404;10;1
527;08/07/2016 0:00;5;4;935781;36;4
528;09/07/2016 0:00;7;1;2273040;7;6
529;09/07/2016 0:00;5;1;1414602;7;6
530;09/07/2016 0:00;2;1;446856;42;1
531;09/07/2016 0:00;5;4;712768;17;3
532;09/07/2016 0:00;2;1;999726;2;6
533;10/07/2016 0:00;1;3;606024;46;9
534;11/07/2016 0:00;3;2;410316;39;3
535;11/07/2016 0:00;5;1;1730680;11;3
536;11/07/2016 0:00;4;2;1292123;20;7
537;11/07/2016 0:00;2;2;1031121;44;7
538;12/07/2016 0:00;5;2;2161134;45;8
539;13/07/2016 0:00;1;4;761793;28;6
540;13/07/2016 0:00;1;3;565587;5;5
541;13/07/2016 0:00;4;2;251596;28;9
542;13/07/2016 0:00;3;4;1514968;26;3
543;13/07/2016 0:00;5;3;564186;36;9
544;14/07/2016 0:00;3;3;694331;45;2
545;15/07/2016 0:00;2;1;419348;23;7
546;17/07/2016 0:00;5;1;628095;40;5
547;17/07/2016 0:00;4;2;1000000;36;1
548;17/07/2016 0:00;1;4;2330042;15;9
549;17/07/2016 0:00;2;2;1403988;22;2
550;18/07/2016 0:00;4;1;1711325;30;9
551;18/07/2016 0:00;6;2;2215002;32;9
552;18/07/2016 0:00;2;4;804625;42;2
553;18/07/2016 0:00;3;4;1568754;12;3
554;18/07/2016 0:00;1;4;867009;35;2
555;19/07/2016 0:00;6;2;1289748;45;9
556;19/07/2016 0:00;4;1;567492;33;8
557;20/07/2016 0:00;6;2;1916442;49;2
558;21/07/2016 0:00;6;2;1875012;13;2
559;21/07/2016 0:00;2;3;1590104;13;10
560;22/07/2016 0:00;5;3;1412175;1;4
561;22/07/2016 0:00;1;1;280741;28;8
562;22/07/2016 0:00;6;2;960526;49;4
563;22/07/2016 0:00;6;4;1272216;45;8
564;22/07/2016 0:00;4;1;513968;35;5
565;22/07/2016 0:00;4;4;917868;45;2
566;23/07/2016 0:00;2;2;1881950;45;6
